Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
AR (Augmented Reality) & Video Streaming Services Emerging Technologies,Yonsei University,Advanced,4.7,https://www.coursera.org/learn/ar-technologies-video-streaming,"Welcome to the course �Augmented Reality & Video Service Emerging Technologies.� The level of AR (Augmented Reality) and Advanced video & multimedia technology included in a product is what determines the level of value and luxury. The objective of this course is to teach all important technologies that are used in state-of-the-art AR, Skype, and YouTube video and multimedia products and services. This includes the Advanced video and real-time multimedia delivery mechanisms based on H.264/MPEG-4 AVC, MPEG-DASH, CDN, and mobile CDN. If you have knowledge of these core technologies, you can understand the operations that are used in every Advanced video and multimedia system in the World. As the future World of business and products are driven to be more and more video and multimedia oriented, having knowledge of these core technologies will enable you to lead your company to become the true World leader in AR and video multimedia technology products, services, and business. Thus, I cordially welcome you into the beautiful and powerful World of Advanced AR and video multimedia!",Video Conferencing  application layer  video codecs  feature extraction  augmented reality  audio codecs  cdnetworks  digital distribution  voice over ip  Virtual Reality information-technology cloud-computing
Computer Vision - Image Basics with OpenCV and Python,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/computer-vision-opencv-for-images,"In this 1-hour long project-based course, you will learn how to do Computer Vision on images with OpenCV and Python using Jupyter Notebook.   This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and OpenCV pre-installed.  Prerequisites: In order to be successful in this project, you should have a basic knowledge of Python.   Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",entry point  Computer Vision  image processing  Computer Programming  digital image processing  Machine Learning  opencv  Numpy  Matplotlib  Python Programming data-science machine-learning
"Save, Load and Export Models with Keras",Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/save-load-export-keras-models,"In this 1 hour long project based course, you will learn to save, load and restore models with Keras. In Keras, we can save just the model weights, or we can save weights along with the entire model architecture. We can also export the models to TensorFlow's Saved Mode format which is very useful when serving a model in production, and we can load models from the Saved Model format back in Keras as well.   In order to be successful in this project, you should be familiar with python programming, and basics of neural networks.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Tensorflow  lock key  Artificial Neural Networks  Time Series  application checkpointing  loading screen  Python Programming  Machine Learning  autocad architecture  Keras data-science machine-learning
Data Structures and Performance,University of California San Diego,Beginner,4.8,https://www.coursera.org/learn/data-structures-optimizing-performance,"How do Java programs deal with vast quantities of data? Many of the data structures and algorithms that work with introductory toy examples break when applications process real, large data sets.  Efficiency is critical, but how do we achieve it, and how do we even measure it?  This is an intermediate Java course. We recommend this course to learners who have previous experience in software development or a background in computer science, and in particular, we recommend that you have taken the first course in this specialization (which also requires some previous experience with Java).    In this course, you will use and analyze data structures that are used in industry-level applications, such as linked lists, trees, and hashtables.  You will explain how these data structures make programs more efficient and flexible.  You will apply asymptotic Big-O analysis to describe the performance of algorithms and evaluate which strategy to use for efficient data retrieval, addition of new data, deletion of elements, and/or memory usage.  The program you will build throughout this course allows its user to manage, manipulate and reason about large sets of textual data.  This is an intermediate Java course, and we will build on your prior knowledge.  This course is designed around  the same video series as in our first course in this specialization, including explanations of core content, learner videos, student and engineer testimonials, and support videos -- to better allow you to choose your own path through the course!",java (software platform)  Algorithms  Data Structures  hashing  trie  Computer Programming  binary tree  hash table  Java Programming  linked list computer-science algorithms
Introduction to API Testing using JMeter Tool,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/introduction-to-api-testing-using-jmeter-tool,"In this 1-hour long project-based course, you will learn how to   1. Send an HTTP GET request 2. Send an HTTP POST request 3. Send an HTTP PUT and DELETE request 4. Adding user-defined variables  5. Adding response assertions and JSON path assertions to the JSON response 6. Understanding JSON format  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",project  wait (system call)  api testing  application programming interfaces  Python Programming  hypertext transfer protocol  apache jmeter  performance  uniform resource locator  request response computer-science software-development
Statistics with SAS,SAS,Advanced,4.8,https://www.coursera.org/learn/sas-statistics,"This introductory course is for SAS software users who perform statistical analyses using SAS/STAT software. The focus is on t tests, ANOVA, and linear regression, and includes a brief introduction to logistic regression.",two-way analysis of variance  General Statistics  pro*c  predictive modelling  transaction log  influential observation  Regression  Student's t-Test  odds ratio  p-value data-science data-analysis
Applied Machine Learning in Python,University of Michigan,Advanced,4.5,https://www.coursera.org/learn/python-machine-learning,"This course will introduce the learner to applied machine learning, focusing more on the techniques and methods than on the statistics behind these methods. The course will start with a discussion of how machine learning is different than descriptive statistics, and introduce the scikit learn toolkit through a tutorial. The issue of dimensionality of data will be discussed, and the task of clustering data, as well as evaluating those clusters, will be tackled. Supervised approaches for creating predictive models will be described, and learners will be able to apply the scikit learn predictive modelling methods while understanding process issues related to data generalizability (e.g. cross validation, overfitting). The course will end with a look at more Advanced techniques, such as building ensembles, and practical limitations of predictive models. By the end of this course, students will be able to identify the difference between a supervised (classification) and unsupervised (clustering) technique, identify which technique they need to apply for a particular dataset and need, engineer features to meet that need, and write python code to carry out an analysis.   This course should be taken after Introduction to Data Science in Python and Applied Plotting, Charting & Data Representation in Python and before Applied Text Mining in Python and Applied Social Analysis in Python.",Python Programming  Algorithms  Computer Programming  Scikit-Learn  Regression  Human Learning  analysis  Machine Learning  Machine Learning Algorithms  Applied Machine Learning data-science data-analysis
Systems and Application Security,(ISC)�,Advanced,4.8,https://www.coursera.org/learn/systems-application-security-sscp,"Welcome to Systems and Application Security Course! In the Systems and Application Security Course, you will gain an understanding of computer code that can be described as harmful or malicious. Both technical and non-technical attacks will be discussed. You will learn how an organization can protect itself from these attacks. You will learn concepts in endpoint device security, cloud infrastructure security, securing big data systems, and securing virtual environments. Objectives 1. Identify malicious code activity 2. Describe malicious code and the various countermeasures 3. Describe the processes for operating endpoint device security 4. Define mobile device management processes 5. Describe the process for configuring cloud security 6. Explain the process for securing big data systems 7. Summarize the process for securing virtual environments",virtual machine  encryption  process  privacy  software  malware  Cloud Computing  Leadership and Management  security  cloud computing security information-technology security
Sample-based Learning Methods,University of Alberta,Intermediate,4.7,https://www.coursera.org/learn/sample-based-learning-methods,"In this course, you will learn about several algorithms that can learn near optimal policies based on trial and error interaction with the environment---learning from the agent�s own experience. Learning from actual experience is striking because it requires no prior knowledge of the environment�s dynamics, yet can still attain optimal behavior. We will cover intuitively simple but powerful Monte Carlo methods, and temporal difference learning methods including Q-learning. We will wrap up this course investigating how we can get the best of both worlds: algorithms that can combine model-based planning (similar to dynamic programming) and temporal difference updates to radically accelerate learning.  By the end of this course you will be able to:   - Understand Temporal-Difference learning and Monte Carlo as two strategies for estimating value functions from sampled experience - Understand the importance of exploration, when using sampled experience rather than dynamic programming sweeps within a model - Understand the connections between Monte Carlo and Dynamic Programming and TD.  - Implement and apply the TD algorithm, for estimating value functions - Implement and apply Expected Sarsa and Q-learning (two TD methods for control)  - Understand the difference between on-policy and off-policy control - Understand planning with simulated experience (as opposed to classic planning strategies) - Implement a model-based approach to RL, called Dyna, which uses simulated experience  - Conduct an empirical study to see the improvements in sample efficiency when using Dyna",Human Learning  Machine Learning  reinforcement  Q-Learning  Estimation  monte carlo method  Reinforcement Learning  relative change and difference  bellman equation  temporal difference learning data-science machine-learning
Agile with Atlassian Jira,Atlassian,Beginner,4.6,https://www.coursera.org/learn/agile-atlassian-jira,"Agile teams use �just enough� planning and an incremental approach to accomplishing the work of the team. Every project and every team uses a custom agile methodology. This course discusses common foundational principles and practices used by agile methodologies, providing the student a flexible set of tools to use in any role (e.g. product owner, scrum master, project manager, team member) on any agile team. This course mainly discusses agile and lean principles, the kanban and scrum agile methodologies, and uses Atlassian Jira Software Cloud as the main software tool to apply hands-on learning of the topics. The course includes instruction on ""classic"" Jira projects as well as the new ""next-gen"" Jira projects.  Students can use the free plan of Atlassian Jira Software Cloud to complete the hands-on labs associated with this course. By the time you have completed this course, you will have a strong foundational understanding of agile principles and practices, and strong hands-on experience with Atlassian Jira Software Cloud. You will be the site administrator for your Jira account, so you will be able to perform basic administration tasks on your site. You should be able to continuously configure your Jira project(s) to match your team's custom agile methodology.  You can watch the videos and take the quizzes from your phone if you want, but the hands-on labs using Atlassian Jira Software Cloud require you to have a Windows, Mac or Linux computer.  This course tries to be as concise as possible. It will probably take you about 6-12 hours to go through, but your mileage may vary. It is highly encouraged that you apply what you learn to managing personal agile projects after the course is complete.",jira (software)  Leadership and Management  software  kanban  scrum (software development)  agile management  Project Management  Agile Software Development  project  Software Engineering computer-science software-development
Hyperparameter Tuning with Keras Tuner,Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/keras-tuner,"In this 2-hour long guided project, we will use Keras Tuner to find optimal hyperparamters for a Keras model. Keras Tuner is an open source package for Keras which can help machine learning practitioners automate Hyperparameter tuning tasks for their Keras models. The concepts learned in this project will apply across a variety of model architectures and problem scenarios. Please note that we are going to learn to use Keras Tuner for hyperparameter tuning, and are not going to implement the tuning algorithms ourselves. At the time of recording this project, Keras Tuner has a few tuning algorithms including Random Search, Bayesian Optimization and HyperBand.  In order to complete this project successfully, you will need prior programming experience in Python. This is a practical, hands on guided project for learners who already have theoretical understanding of Neural Networks, and optimization algorithms like gradient descent but want to understand how to use Keras Tuner to start optimizing hyperparameters for training their Keras models. You should also be familiar with the Keras API.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",open source  Keras  Gradient  hyperparameter  hand  Experiment  architecture  mathematical optimization  Machine Learning  prior probability data-science machine-learning
1E Test: How Computers Work,Coursera,Advanced,Not Calibrated,https://www.coursera.org/learn/how-computers-work-mooc-copy,Test,physical address  computer data storage  name resolution (computer systems)  autonomous system (internet)  service abstraction  peer-to-peer computing  computer terminals  operating system technology  single system image  operational context computer-science software-development
Developing FPGA-accelerated cloud applications with SDAccel: Practice,Politecnico di Milano,Advanced,4.2,https://www.coursera.org/learn/fpga-sdaccel-practice,"This course is for anyone passionate about learning how to develop FPGA-accelerated applications with SDAccel!  The more general purpose you are, the more flexible you are and the more kinds of programs and algorithms you can execute on your underlying computing infrastructure. All of this is terrific, but there is no free food and this is happening, quite often, by losing in efficiency.  This course will present several scenarios where the workloads require more performance than can be obtained even by using the fastest CPUs. This scenario is turning cloud and data center architectures toward accelerated computing. Within this course, we are going to show you how to gain benefits by using Xilinx SDAccel to program Amazon EC2 F1 instances. We are going to do this through a working example of an algorithm used in computational biology.  The huge amount of data the algorithms need to process and their complexity raised the problem of increasing the amount of computational power needed to perform the computation. In this scenario, hardware accelerators revealed to be effective in achieving a speed-up in the computation while, at the same time, saving power consumption. Among the algorithms used in computational biology, the Smith-Waterman algorithm is a dynamic programming algorithm, guaranteed to find the optimal local alignment between two strings that could be nucleotides or proteins. In the following classes, we present an analysis and successive FPGA-based hardware acceleration of the Smith-Waterman algorithm used to perform pairwise alignment of DNA sequences.  Within this context, this course is focusing on distributed, heterogeneous cloud infrastructures, providing you details on how to use Xilinx SDAccel, through working examples, to bring your solutions to life by using the Amazon EC2 F1 instances.",data centers  Cloud Computing  porting  stack (abstract data type)  Software As A Service  Cloud Infrastructure  flow network  Algorithms  systolic array  Cloud Applications computer-science design-and-product
Algorithmic Toolbox,University of California San Diego,Beginner,4.6,https://www.coursera.org/learn/algorithmic-toolbox,"The course covers basic algorithmic techniques and ideas for computational problems arising frequently in practical applications: sorting and searching, divide and conquer, greedy algorithms, dynamic programming. We will learn a lot of theory: how to sort data and how it helps for searching; how to break a large problem into pieces and solve them recursively; when it makes sense to proceed greedily; how dynamic programming is used in genomic studies. You will practice solving computational problems, designing new algorithms, and implementing solutions efficiently (so that they run in less than a second).",divide and conquer algorithms  Problem Solving  sorting  stress  stress testing  algorithm design  Computer Programming  Algorithms  dynamic programming  greedy algorithm computer-science algorithms
Algorithms on Graphs,University of California San Diego,Intermediate,4.7,https://www.coursera.org/learn/algorithms-on-graphs,"If you have ever used a navigation service to find optimal route and estimate time to destination, you've used algorithms on graphs. Graphs arise in various real-world situations as there are road networks, computer networks and, most recently, social networks! If you're looking for the fastest time to get to work, cheapest way to connect set of computers into a network or efficient algorithm to automatically find communities and opinion leaders in Facebook, you're going to work with graphs and algorithms on graphs.  In this course, you will first learn what a graph is and what are some of the most important properties. Then you'll learn several ways to traverse graphs and how you can do useful things while traversing the graph in some order. We will then talk about shortest paths algorithms � from the basic ones to those which open door for 1000000 times faster algorithms used in Google Maps and other navigational services. You will use these algorithms if you choose to work on our Fast Shortest Routes industrial capstone project. We will finish with minimum spanning trees which are used to plan road, telephone and computer networks and also find applications in clustering and approximate algorithms.",path (variable)  graphs  Graph Theory  dijkstra's algorithm  graph traversal  shortest path problem  bellman ford algorithm  tree traversal  graph algorithms  Algorithms computer-science algorithms
Getting Started with SAS Programming,SAS,Beginner,4.8,https://www.coursera.org/learn/sas-programming-basics,"This course is for users who want to learn how to write SAS programs to access, explore, prepare, and analyze data. It is the entry point to learning SAS programming for data science, machine learning, and artificial intelligence. It is a prerequisite to many other SAS courses.  By the end of this course, you will know how to use SAS Studio to write and submit SAS programs that access SAS, Microsoft Excel, and text data. You will know how to explore and validate data, prepare data by subsetting rows and computing new columns, analyze and report on data, export data and results to other formats, use SQL in SAS to query and join tables.  Prerequisites: Learners should have experience using computer software. Specifically, you should be able to understand file structures and system commands on your operating systems and access data files on your operating systems. No prior SAS experience is needed.",software  Computer Programming  language  portable document format  Data Analysis  probability density function  General Statistics  SQL  analysis  SAS (Software) data-science data-analysis
Data Science for Business Innovation,EIT Digital,Advanced,4.2,https://www.coursera.org/learn/data-science-for-business-innovation,"The course is a compendium of the must-have expertise in data science for executive and middle-management to foster data-driven innovation. It consists of introductory lectures spanning big data, machine learning, data valorization and communication. Topics cover the essential concepts and intuitions on data needs, data analysis, machine learning methods, respective pros and cons, and practical applicability issues.\t  The course covers terminology and concepts, tools and methods, use cases and success stories of data science applications.  The course explains what is Data Science and why it is so hyped. It discusses the value that Data Science can create, the main classes of problems that Data Science can solve, the difference is between descriptive, predictive and prescriptive analytics, and the roles of machine learning and artificial intelligence.  From a more technical perspective, the course covers supervised, unsupervised and semi-supervised methods, and explains what can be obtained with classification, clustering, and regression techniques. It discusses the role of NoSQL data models and technologies, and the role and impact of scalable cloud-based computation platforms. All topics are covered with example-based lectures, discussing use cases, success stories and realistic examples.",statistical classification  Machine Learning  Big Data  Data Analysis  linear regression  recommender systems  linearity  analysis  Computer Programming  Machine Learning Algorithms data-science data-analysis
Nursing Informatics Leadership Theory and Practice,University of Minnesota,Beginner,4.8,https://www.coursera.org/learn/nursing-informatics-leaders,"�By the end of this Course, you will be able to��  �\tEvaluate effective leadership styles for leadership in nursing informatics in clinical or academic contexts to improve leadership success. �\tDiscover core values that support effective nursing informatics leadership in academic and clinical contexts to inform development of a personal leadership mission statement. �\tDiscover competing values and polarities related to knowledge leadership and management to promote successful leadership collaboration. �\tDetermine your personal informatics leadership style based on results from the Minnesota Informatics Leadership Inventory to inform successful leadership practice.  �\tDiscuss the value and importance of foresight leadership in nursing informatics to anticipate trends and consequences that are likely to transform the learning health care system",Creativity  informatics  semigroup action  nursing  organizing (management)  awareness  leadership style  nursing informatics  Leadership and Management  leadership data-science data-analysis
Data Privacy Fundamentals,Northeastern University,Beginner,4.7,https://www.coursera.org/learn/northeastern-data-privacy,"This course is designed to introduce data privacy to a wide audience and help each participant see how data privacy has evolved as a compelling concern to public and private organizations as well as individuals. In this course, you will hear from legal and technical experts and practitioners who encounter data privacy issues daily. This course will review theories of data privacy as well as data privacy in the context of social media and artificial intelligence. It will also explore data privacy issues in journalism, surveillance, new technologies like facial recognition and biometrics. Completion of the course will enable the participant to be eligible for CPE credit.",information privacy  data governance  law  personally identifiable information  personal advertisement  data protection  vertrue  privacy  internet of things  data security information-technology security
"Problem Solving, Python Programming, and Video Games",University of Alberta,Advanced,4.2,https://www.coursera.org/learn/problem-solving-programming-video-games,"This course is an introduction to computer science and programming in Python.  Upon successful completion of this course, you will be able to:  1.  Take a new computational problem and develop a plan to solve it through problem understanding and decomposition. 2.  Follow a design creation process that includes specifications, algorithms, and testing. 3.  Code, test, and debug a program in Python, based on your design.  Important computer science concepts such as problem solving (computational thinking), problem decomposition, algorithms, abstraction, and software quality are emphasized throughout.  The Python programming language and video games are used to demonstrate computer science concepts in a concrete and fun manner.  However, a learner can take the knowledge and skills from this course and apply them to non-game problems, other programming languages, and other computer science courses.  You do not need any previous programming, Python, or video game experience.  However, some computer skills (e.g., mouse, keyboard, document editing), knowledge of algebra, attention to detail (as with many technical subjects), and a �just give it a try� spirit will be keys to your success.  Despite the use of video games for all the programming examples, PVG is not about computer games.  PVG will still provide valuable knowledge and skills for non-game computational problems.  The interactive learning objects (ILO) of the course provide automatic, context-specific guidance and feedback, like a virtual teaching assistant, as you develop problem descriptions, algorithms, and functional test plans.  The course forums will be supported by the creators of the course, to help you succeed.  All videos, assessments, and ILOs are available free of charge.  There is an optional certificate available for a fee.",modulo operation  intrinsic function  test plan  game programming  pygame  Computer Programming  Python Programming  subroutine  Problem Solving  Feature Selection computer-science software-development
Secure Networked System with Firewall and IDS,University of Colorado System,Intermediate,3.8,https://www.coursera.org/learn/secure-networked-system-with-firewall-ids,"In this MOOC, we will focus on learning how network systems are secured using firewalls and IDS.  This will include understanding the basic components of network security, constructing a dual-firewall DMZ, and defining security policies to implement and enforce these rules.  Building upon these lessons we will go in-depth on the popular Linux firewall.  Finally we will learn about Network IDS and Host IDS, including a deep dive into Snort.",stateful firewall  porting  Network Security  firewall (computing)  network address translation  security  evaluation  Security Design  performance  file transfer protocol computer-science computer-security-and-networks
Advanced App Development in Android Capstone,Imperial College London,Beginner,4.3,https://www.coursera.org/learn/aada-capstone,"This capstone project has been designed as an opportunity to practice what you have learned in the first 3 courses of this specialisation. This capstone project consists of 4 assignments. You will have to develop an immersive Android app with the use 3D graphics, sensor control and VR. For the first assignment, you will have to develop a virtual art gallery using the Android Canvas drawing functions introduced in Course 1 ""Introduction to Android graphics"". The second assignment entails the design and development of a virtual 3D art gallery based on OpenGL ES applying the knowledge and skills acquired in Course 2 ""Android Graphics with OpenGL ES"". For the third assignment you will create a virtual reality app with your 3D art gallery, using Advanced techniques like introducing sensor control, animations, binocular view for VR, lighting effects and texture mapping, based on the knowledge and skills you learned in Course 3 ""3D Graphics in Android: Sensors and VR"". For the final submission of the capstone project we give you the avenue to combine your creativity with all the knowledge and skills you gained in Android graphics programming from the three first courses. This capstone is intended for learners with basic knowledge in Android app development seeking to develop knowledge in computer graphics and virtual reality in Android. The learners should have completed the 3 courses in this specialisation (i.e.  Course 1 ""Introduction to Android graphics"", Course 2 ""Android Graphics with OpenGL ES"", and Course 3 ""3D Graphics in Android: Sensors and VR"") before starting this capstone project.",euler's totient function  Mobile Development  3d computer graphics  perspective projection  Android Development  table of keyboard shortcuts  interactivity  Computer Programming  Computer Graphics  Virtual Reality computer-science software-development
"Introduction to Trading, Machine Learning & GCP",Google Cloud,Beginner,3.4,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,"In this course, you�ll learn about the fundamentals of trading, including the concept of trend, returns, stop-loss, and volatility. You will learn how to identify the profit source and structure of basic quantitative trading strategies. This course will help you gauge how well the model generalizes its learning, explain the differences between regression and forecasting, and identify the steps needed to create development and implementation backtesters. By the end of the course, you will be able to use Google Cloud Platform to build basic machine learning models in Jupyter Notebooks.   To be successful in this course, you should have Advanced competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL is recommended. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and foundational knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).",modeling  Cloud Platforms  Google Cloud Platform  trading  Machine Learning  Autoregressive Integrated Moving Average  Strategy  Cloud Computing  trading strategy  Human Learning data-science machine-learning
Create a User Interface in Unity Part 2 - World-Space Canvas,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/create-ui-unity-world-space-canvas,"In this one-hour, project-based course, you will be introduced to Unity's User Interface (UI) Toolkit for creating user interface for your game world. This project covers creating and setting up each UI component and writing a script that will update the UI elements based on certain game events.  The guided project will introduce you to the following Unity UI concepts: - World-space Canvas - Rect Transform - Text - Image - Tags - Scripting in C# to control UI content  This is Part 2 of a four-part series on creating a good-looking user interface for your game or other Unity application. Part 1 covered creating a screen overlay canvas for typical player-feedback such as health and score. Part 3 will demonstrate how to create a settings menu and Part 4 will show you how to create a UI that will automatically adapt to the aspect ratio of any screen.  This is a stand-alone guided project, but because this is a continuation of the previous part in the ""User Interface"" series, it is recommended that you complete the first part before commencing this guided project.  This series makes use of the sci-fi-themed Unity project created in Create Power-Ups and Obstacles with C# in Unity. It compliments this guided project and, although not a prerequisite, is recommended for a more well-rounded understanding of the concepts presented herein.",Machine Learning  health  user interface  Writing  project  behavior  video game development  display devices  .properties  java annotation computer-science software-development
English/French Translator: Long Short Term Memory Networks,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/nlp-english-to-french-translation,"In this hands-on project, we will train a Long Short Term (LSTM) Network to perform English to French Translation. This project could be practically used by travelers or people who are settling into a new country.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",text corpus  Python Programming  Deep Learning  Data Analysis  translation  lexical analysis  Machine Learning  modeling  Long Short-Term Memory  intuition data-science machine-learning
"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",University of Illinois at Urbana-Champaign,Beginner,4.3,https://www.coursera.org/learn/cloud-applications-part2,"Welcome to the Cloud Computing Applications course, the second part of a two-course series designed to give you a comprehensive view on the world of Cloud Computing and Big Data!  In this second course we continue Cloud Computing Applications by exploring how the Cloud opens up data analytics of huge volumes of data that are static or streamed at high velocity and represent an enormous variety of information. Cloud applications and data analytics represent a disruptive change in the ways that society is informed by, and uses information. We start the first week by introducing some major systems for data analysis including Spark and the major frameworks and distributions of analytics applications including Hortonworks, Cloudera, and MapR. By the middle of week one we introduce the HDFS distributed and robust file system that is used in many applications like Hadoop and finish week one by exploring the powerful MapReduce programming model and how distributed operating systems like YARN and Mesos support a flexible and scalable environment for Big Data analytics. In week two, our course introduces large scale data storage and the difficulties and problems of consensus in enormous stores that use quantities of processors, memories and disks. We discuss eventual consistency, ACID, and BASE and the consensus algorithms used in data centers including Paxos and Zookeeper. Our course presents Distributed Key-Value Stores and in memory databases like Redis used in data centers for performance. Next we present NOSQL Databases. We visit HBase, the scalable, low latency database that supports database operations in applications that use Hadoop. Then again we show how Spark SQL can program SQL queries on huge data. We finish up week two with a presentation on Distributed Publish/Subscribe systems using Kafka, a distributed log messaging system that is finding wide use in connecting Big Data and streaming applications together to form complex systems. Week three moves to fast data real-time streaming and introduces Storm technology that is used widely in industries such as Yahoo. We continue with Spark Streaming, Lambda and Kappa architectures, and a presentation of the Streaming Ecosystem. Week four focuses on Graph Processing, Machine Learning, and Deep Learning. We introduce the ideas of graph processing and present Pregel, Giraph, and Spark GraphX. Then we move to machine learning with examples from Mahout and Spark. Kmeans, Naive Bayes, and fpm are given as examples. Spark ML and Mllib continue the theme of programmability and application construction. The last topic we cover in week four introduces Deep Learning technologies including Theano, Tensor Flow, CNTK, MXnet, and Caffe on Spark.",mapreduce  storm (event processor)  hortonworks  storage systems  Apache Hadoop  distributed computing  Big Data  distributed database  Cloud Computing  Databases computer-science computer-security-and-networks
Mastering Data Analysis in Excel,Duke University,Beginner,4.1,https://www.coursera.org/learn/analytics-excel,"Important: The focus of this course is on math - specifically, data-analysis concepts and methods - not on Excel for its own sake. We use Excel to do our calculations, and all math formulas are given as Excel Spreadsheets, but we do not attempt to cover Excel Macros, Visual Basic, Pivot Tables, or other intermediate-to-Advanced Excel functionality.  This course will prepare you to design and implement realistic predictive models based on data. In the Final Project (module 6) you will assume the role of a business data analyst for a bank, and develop two different predictive models to determine which applicants for credit cards should be accepted and which rejected. Your first model will focus on minimizing default risk, and your second on maximizing bank profits. The two models should demonstrate to you in a practical, hands-on way the idea that your choice of business metric drives your choice of an optimal model.  The second big idea this course seeks to demonstrate is that your data-analysis results cannot and should not aim to eliminate all uncertainty. Your role as a data-analyst is to reduce uncertainty for decision-makers by a financially valuable increment, while quantifying how much uncertainty remains. You will learn to calculate and apply to real-world examples the most important uncertainty measures used in business, including classification error rates, entropy of information, and confidence intervals for linear regression.  All the data you need is provided within the course, all assignments are designed to be done in MS Excel, and you will learn enough Excel to complete all assignments. The course will give you enough practice with Excel to become fluent in its most commonly used business functions, and you�ll be ready to learn any other Excel functionality you might need in the future (module 1).  The course does not cover Visual Basic or Pivot Tables and you will not need them to complete the assignments. All Advanced concepts are demonstrated in individual Excel spreadsheet templates that you can use to answer relevant questions. You will emerge with substantial vocabulary and practical knowledge of how to apply business data analysis methods based on binary classification (module 2), information theory and entropy measures (module 3), and linear regression (module 4 and 5), all using no software tools more complex than Excel.",probability  statistical classification  analysis  Regression  linear regression  modeling  linearity  Microsoft Excel  General Statistics  Data Analysis data-science data-analysis
Data for Machine Learning,Alberta Machine Intelligence Institute,Beginner,4.4,https://www.coursera.org/learn/data-machine-learning,"This course is all about data and how it is critical to the success of your applied machine learning model. Completing this course will give learners the skills to: Understand the critical elements of data in the learning, training and operation phases Understand biases and sources of data Implement techniques to improve the generality of your model Explain the consequences of overfitting and identify mitigation measures Implement appropriate test and validation measures. Demonstrate how the accuracy of your model can be improved with thoughtful feature engineering. Explore the impact of the algorithm parameters on model strength  To be successful in this course, you should have at least beginner-level background in Python programming (e.g., be able to read and code trace existing code, be comfortable with conditionals, loops, variables, lists, dictionaries and arrays). You should have a basic understanding of linear algebra (vector notation) and statistics (probability distributions and mean/median/mode).  This is the third course of the Applied Machine Learning Specialization brought to you by Coursera and the Alberta Machine Intelligence Institute.",General Statistics  evaluation  Deep Learning  a/rose  Planning  analysis  skewness  Data Analysis  Machine Learning  sources data-science machine-learning
Deep Learning in Computer Vision,National Research University Higher School of Economics,Advanced,2.9,https://www.coursera.org/learn/deep-learning-in-computer-vision,"Deep learning added a huge boost to the already rapidly developing field of computer vision. With deep learning, a lot of new applications of computer vision techniques have been introduced and are now becoming parts of our everyday lives. These include face recognition and indexing, photo stylization or machine vision in self-driving cars.  The goal of this course is to introduce students to computer vision, starting from basics and then turning to more modern deep learning models. We will cover both image and video recognition, including image classification and annotation, object recognition and image search, various object detection techniques, motion estimation, object tracking in video, human action recognition, and finally image stylization, editing and new image generation. In course project, students will learn how to build face recognition and manipulation system to understand the internal mechanics of this technology, probably the most renown and often demonstrated in movies and TV-shows example of computer vision and AI.  Do you have technical problems? Write to us: coursera@hse.ru",Computer Vision  image segmentation  Convolutional Neural Network  image retrieval  Deep Learning  video content analysis  Artificial Neural Networks  image processing  face recognition  object detection computer-science algorithms
Essential Design Principles for Tableau,"University of California, Davis",Beginner,4.4,https://www.coursera.org/learn/dataviz-design,"In this course, you will analyze and apply essential design principles to your Tableau visualizations. This course assumes you understand the tools within Tableau and have some knowledge of the fundamental concepts of data visualization. You will define and examine the similarities and differences of exploratory and explanatory analysis as well as begin to ask the right questions about what�s needed in a visualization. You will assess how data and design work together, including how to choose the appropriate visual representation for your data, and the difference between effective and ineffective visuals. You will apply effective best practice design principles to your data visualizations and be able to illustrate examples of strategic use of contrast to highlight important elements. You will evaluate pre-attentive attributes and why they are important in visualizations. You will exam the importance of using the ""right"" amount of color and in the right place and be able to apply design principles to de-clutter your data visualization.",principle  tableau software  software  cognitive load  Control Chart  Exploratory Data Analysis  Outlier  Data Visualization  cluttering  method of analytic tableaux data-science data-analysis
